service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
120_20251214,1,1,1,1,1,1,0,20251214,20261212
121_20251214,1,1,1,1,1,1,1,20251214,20261212
122_20251214,1,1,1,1,1,1,1,20251214,20261212
123_20251214,1,1,1,1,1,1,0,20251214,20261212
124_20251214,1,1,1,1,1,1,1,20251214,20261212
125_20251214,1,1,1,1,1,1,0,20251214,20261212
126_20251214,1,1,1,1,1,0,1,20251214,20261212
127_20251214,1,1,1,1,1,1,1,20251214,20261212
128_20260102,1,1,1,1,1,1,0,20260102,20261212
129_20260101,1,1,1,1,1,0,1,20260101,20261212
130_20260102,1,1,1,1,1,1,1,20260102,20261212
131_20260102,1,1,1,1,1,1,1,20260102,20261212
132_20251214,1,1,1,1,1,1,1,20251214,20261212
133_20251214,1,1,1,1,1,1,1,20251214,20261212
134_20251214,1,1,1,1,1,1,1,20251214,20261212
135_20251214,1,1,1,1,1,0,1,20251214,20261212
136_20260302,1,1,1,1,1,0,1,20260302,20261212
137_20260101,1,1,1,1,1,1,1,20260101,20261212
180_20260102,1,1,1,1,1,1,1,20260102,20261212
182_20260102,1,1,1,1,1,1,1,20260102,20261212
184_20260101,1,1,1,1,1,1,1,20260101,20261212
186_20260101,1,1,1,1,1,1,1,20260101,20261212
481_20260102,1,1,1,1,1,1,1,20260102,20261212
482_20260102,1,1,1,1,1,1,1,20260102,20261212
485_20251214,1,1,1,1,1,1,1,20251214,20261212
486_20251214,1,1,1,1,1,1,1,20251214,20261212
510_20260102,1,1,1,1,1,1,1,20260102,20261212
511_20260102,1,1,1,1,1,1,1,20260102,20261212
512_20251214,1,1,1,1,1,1,1,20251214,20261212
513_20251214,1,1,1,1,1,1,1,20251214,20261212
514_20260101,1,1,1,1,1,1,1,20260101,20261212
515_20260101,1,1,1,1,1,1,1,20260101,20261212
516_20251214,1,0,0,0,0,0,1,20251214,20261212
517_20251214,0,0,0,1,1,0,0,20251214,20261212
518_20251214,1,0,0,0,0,0,1,20251214,20261212
519_20251214,0,0,0,1,1,0,0,20251214,20261212
520_20260102,1,1,1,1,1,1,0,20260102,20260403
520_20260405,1,1,1,1,1,1,0,20260405,20261212
521_20260102,1,1,1,1,1,1,0,20260102,20260403
521_20260405,1,1,1,1,1,1,0,20260405,20261212
522_20251214,0,0,0,0,0,0,1,20251214,20261212
523_20251214,1,1,1,1,1,1,1,20251214,20261212
524_20251214,1,1,1,1,1,1,1,20251214,20261212
525_20251214,0,0,0,1,1,0,0,20251214,20261212
526_20251214,1,0,0,0,0,0,1,20251214,20261212
527_20251214,0,0,0,0,0,1,0,20251214,20261212
528_20260101,1,1,1,1,1,1,1,20260101,20261212
529_20260101,1,1,1,1,1,1,1,20260101,20261212
540_20260316,1,1,1,1,1,1,1,20260316,20261212
541_20260316,1,1,1,1,1,1,1,20260316,20261212
542_20260316,1,1,1,1,1,1,1,20260316,20261212
543_20260316,1,1,1,1,1,1,1,20260316,20261212
544_20260316,1,1,1,1,1,1,1,20260316,20261212
545_20260316,1,1,1,1,1,1,1,20260316,20261212
570_20251214,1,1,1,1,1,1,1,20251214,20261212
572_20251214,1,1,1,1,1,1,1,20251214,20261212
574_20260101,1,1,1,1,1,1,1,20260101,20261212
580_20251214,1,1,1,1,1,1,1,20251214,20261212
581_20251214,1,1,1,1,1,0,0,20251214,20261212
582_20251214,1,1,1,1,1,0,0,20251214,20261212
583_20251214,1,1,1,1,1,0,0,20251214,20261212
584_20251214,1,1,1,1,1,1,1,20251214,20261212
585_20251214,1,1,1,1,1,1,1,20251214,20261212
587_20251214,1,1,1,1,1,1,1,20251214,20261212
588_20260101,1,1,1,1,1,1,1,20260101,20261212
590_20251214,1,1,1,1,1,0,0,20251214,20261212
592_20251214,1,1,1,1,1,0,0,20251214,20261212
594_20251214,1,1,1,1,1,1,1,20251214,20261212
596_20251214,1,1,1,1,1,1,1,20251214,20261212
598_20260101,1,1,1,1,1,1,1,20260101,20261212
620_20251214,1,1,1,1,1,1,1,20251214,20261212
621_20251214,1,1,1,1,1,1,1,20251214,20261212
670_20251215,1,1,1,1,1,1,1,20251215,20261212
672_20251214,1,1,1,1,1,1,1,20251214,20261212
674_20260101,1,1,1,1,1,1,1,20260101,20261212
680_20251214,1,1,1,1,1,0,0,20251214,20261212
682_20251214,1,1,1,1,1,0,0,20251214,20261212
684_20251214,1,1,1,1,1,0,0,20251214,20261212
686_20251214,1,1,1,1,1,0,0,20251214,20261212
688_20260101,1,1,1,1,1,1,1,20260101,20261212
690_20251214,1,1,1,1,1,0,0,20251214,20261212
692_20251214,1,1,1,1,1,1,1,20251214,20261212
694_20251214,1,1,1,1,1,1,1,20251214,20261212
696_20260101,1,1,1,1,1,1,1,20260101,20261212
698_20251214,1,1,1,1,1,0,0,20251214,20261212
720_20251214,1,1,1,1,1,1,1,20251214,20261212
721_20251214,1,1,1,1,1,1,1,20251214,20261212
722_20251214,1,1,1,1,1,1,1,20251214,20261212
723_20260208,1,1,1,1,1,1,1,20260208,20261212
730_20260102,1,1,1,1,1,1,0,20260102,20261212
731_20260101,1,1,1,1,1,0,1,20260101,20261212
790_20251214,1,1,1,1,1,0,0,20251214,20261212
800_20260322,1,1,1,1,1,1,1,20260322,20261212
801_20260322,1,1,1,1,1,1,0,20260322,20261212
802_20260322,1,1,1,1,1,1,1,20260322,20261212
804_20260322,1,1,1,1,1,0,1,20260322,20261212
805_20260322,1,1,1,1,1,1,1,20260322,20261212
807_20260322,1,1,1,1,1,1,1,20260322,20261212
809_20260322,0,0,0,1,1,0,0,20260322,20261212
820_20251214,1,0,0,0,0,0,1,20251214,20261212
821_20251214,0,0,0,1,1,0,0,20251214,20261212
830_20260101,1,1,1,1,1,1,1,20260101,20261212
831_20260102,1,1,1,1,1,1,1,20260102,20261212
850_20260102,1,1,1,1,1,1,1,20260102,20261212
851_20260102,1,1,1,1,1,1,1,20260102,20261212
852_20251214,1,1,1,1,1,1,1,20251214,20261212
853_20260102,1,1,1,1,1,1,1,20260102,20261212
854_20251214,1,1,1,1,1,1,1,20251214,20261212
855_20251214,1,1,1,1,1,1,1,20251214,20261212
856_20260101,1,1,1,1,1,1,1,20260101,20261212
857_20251214,1,1,1,1,1,1,1,20251214,20261212
860_20260402,1,1,1,1,1,1,1,20260402,20261212
861_20260402,1,1,1,1,1,1,1,20260402,20261212
862_20260402,1,1,1,1,1,1,1,20260402,20261212
864_20260402,1,1,1,1,1,1,1,20260402,20261212
865_20260402,1,1,1,1,1,1,1,20260402,20261212
866_20260402,1,1,1,1,1,1,1,20260402,20261212
867_20260402,1,1,1,1,1,1,1,20260402,20261212
868_20260402,1,1,1,1,1,1,1,20260402,20261212
869_20260402,1,1,1,1,1,1,1,20260402,20261212
871_20260402,1,1,1,1,1,1,1,20260402,20261212
873_20260402,1,1,1,1,1,1,1,20260402,20261212
874_20260402,1,1,1,1,1,1,1,20260402,20261212
875_20260402,1,1,1,1,1,1,1,20260402,20261212
876_20260402,1,1,1,1,1,1,1,20260402,20261212
877_20260402,1,1,1,1,1,1,1,20260402,20261212
890_20260102,1,1,1,1,1,1,1,20260102,20260401
891_20260102,1,1,1,1,1,1,1,20260102,20260401
892_20260102,1,1,1,1,1,1,1,20260102,20260401
893_20251214,1,1,1,1,1,1,1,20251214,20260401
894_20251214,1,1,1,1,1,1,1,20251214,20260401
895_20251214,1,1,1,1,1,1,1,20251214,20260401
896_20251214,1,1,1,1,1,1,1,20251214,20260401
897_20251214,1,1,1,1,1,1,1,20251214,20260401
898_20251214,1,1,1,1,1,1,1,20251214,20260401
899_20251214,1,1,1,1,1,1,1,20251214,20260401
930_20251214,1,1,1,1,1,0,0,20251214,20261212
931_20251214,1,1,1,1,1,0,0,20251214,20261212
932_20251214,1,1,1,1,1,0,0,20251214,20261212
933_20251214,1,1,1,1,1,0,0,20251214,20261212
990_20260102,1,1,1,1,1,1,1,20260102,20260401
991_20260102,1,1,1,1,1,1,1,20260102,20260401
992_20260102,1,1,1,1,1,1,1,20260102,20260401
993_20251214,1,1,1,1,1,1,1,20251214,20260401
994_20251214,1,1,1,1,1,1,1,20251214,20260401
995_20251214,1,1,1,1,1,1,1,20251214,20260401
996_20251214,1,1,1,1,1,1,1,20251214,20260401
997_20260101,1,1,1,1,1,1,1,20260101,20260401
3000_20260102,1,1,1,1,1,1,1,20260102,20261212
3100_20260102,1,1,1,1,1,1,1,20260102,20261212
3101_20260102,1,1,1,1,1,1,0,20260102,20261212
3102_20260102,1,1,1,1,1,1,0,20260102,20261212
3103_20251214,1,1,1,1,1,0,0,20251214,20261212
3104_20251214,1,1,1,1,1,1,1,20251214,20261212
3105_20260101,1,1,1,1,1,1,1,20260101,20261212
3106_20251214,1,1,1,1,1,1,1,20251214,20261212
3200_20251214,1,1,1,1,1,1,1,20251214,20261212
3202_20260101,1,1,1,1,1,1,1,20260101,20261212
3300_20251214,1,1,1,1,1,1,1,20251214,20261212
3301_20260102,1,1,1,1,1,1,1,20260102,20261212
3302_20251214,1,1,1,1,1,0,0,20251214,20261212
3303_20251214,1,1,1,1,1,1,1,20251214,20261212
3304_20251214,1,1,1,1,1,1,1,20251214,20261212
3305_20251214,1,1,1,1,1,1,1,20251214,20261212
3307_20260101,1,1,1,1,1,1,1,20260101,20261212
3309_20260101,1,1,1,1,1,1,1,20260101,20261212
3400_20260328,0,0,0,0,0,1,0,20260328,20260328
3400_20260329,1,0,0,0,0,0,0,20260329,20260330
3400_20260403,1,0,0,0,1,1,0,20260403,20260406
3400_20260411,0,0,0,0,0,1,0,20260411,20260411
3400_20260412,1,0,0,0,0,0,0,20260412,20260413
3400_20260418,0,0,0,0,0,1,0,20260418,20260418
3400_20260419,1,0,0,0,0,0,0,20260419,20260420
3400_20260425,0,0,0,0,0,1,0,20260425,20260425
3400_20260426,1,0,0,0,0,0,0,20260426,20260427
3400_20260502,0,0,0,0,0,1,0,20260502,20260502
3400_20260503,1,0,0,0,0,0,0,20260503,20260504
3400_20260509,0,0,0,0,0,1,0,20260509,20260509
3400_20260510,1,0,0,0,0,0,0,20260510,20260511
3400_20260516,0,0,0,0,0,1,0,20260516,20260516
3400_20260517,1,1,1,1,1,1,0,20260517,20261212
3401_20260328,1,1,1,1,1,0,1,20260328,20260409
3401_20260410,0,0,0,0,1,0,0,20260410,20260410
3401_20260411,1,1,1,1,0,0,1,20260411,20260416
3401_20260417,0,0,0,0,1,0,0,20260417,20260417
3401_20260418,1,1,1,1,0,0,1,20260418,20260423
3401_20260424,0,0,0,0,1,0,0,20260424,20260424
3401_20260425,1,1,1,1,0,0,1,20260425,20260430
3401_20260501,0,0,0,0,1,0,0,20260501,20260501
3401_20260502,1,1,1,1,0,0,1,20260502,20260507
3401_20260508,0,0,0,0,1,0,0,20260508,20260508
3401_20260509,1,1,1,1,0,0,1,20260509,20260514
3401_20260515,0,0,0,0,1,0,0,20260515,20260515
3401_20260516,1,1,1,1,1,0,1,20260516,20261212
4000_20260402,1,1,1,1,1,1,1,20260402,20261212
4001_20260402,0,0,0,1,1,1,1,20260402,20260405
4001_20260406,1,1,1,1,1,0,0,20260406,20260410
4001_20260411,0,0,0,0,0,1,1,20260411,20260412
4001_20260413,1,1,1,1,1,0,0,20260413,20260417
4001_20260418,0,0,0,0,0,1,1,20260418,20260419
4001_20260420,1,1,1,1,1,0,0,20260420,20260424
4001_20260425,0,0,0,0,0,1,1,20260425,20260426
4001_20260427,1,1,1,1,1,0,0,20260427,20260501
4001_20260502,0,0,0,0,0,1,1,20260502,20260503
4001_20260504,1,1,1,1,1,0,0,20260504,20260508
4001_20260509,0,0,0,0,0,1,1,20260509,20260510
4001_20260511,1,1,1,1,1,0,0,20260511,20260515
4001_20260516,0,0,0,0,0,1,1,20260516,20260517
4001_20260518,1,1,1,1,1,0,0,20260518,20260522
4001_20260523,0,0,0,0,0,1,1,20260523,20260524
4001_20260525,1,1,1,1,1,0,0,20260525,20260529
4001_20260530,0,0,0,0,0,1,1,20260530,20260531
4001_20260601,1,1,1,1,1,0,0,20260601,20260605
4001_20260606,0,0,0,0,0,1,1,20260606,20260607
4001_20260608,1,1,1,1,1,0,0,20260608,20260612
4001_20260613,0,0,0,0,0,1,1,20260613,20260614
4001_20260615,1,1,1,1,1,0,0,20260615,20260619
4001_20260620,0,0,0,0,0,1,1,20260620,20260621
4001_20260622,1,1,1,1,1,0,0,20260622,20260626
4001_20260627,0,0,0,0,0,1,1,20260627,20260628
4001_20260629,1,1,1,1,1,0,0,20260629,20260703
4001_20260704,0,0,0,0,0,1,1,20260704,20260705
4001_20260706,1,1,1,1,1,0,0,20260706,20260710
4001_20260711,1,1,1,1,1,1,1,20260711,20261212
4010_20260102,1,1,1,1,1,1,1,20260102,20260401
4011_20260102,1,1,1,1,1,1,1,20260102,20260401
4100_20260402,1,1,1,1,1,1,0,20260402,20261212
4101_20260402,1,1,1,1,1,1,0,20260402,20261212
4102_20260402,1,1,1,1,1,1,1,20260402,20261212
4103_20260402,1,1,1,1,1,1,1,20260402,20261212
4104_20260402,1,1,1,1,1,1,1,20260402,20261212
4105_20260402,1,1,1,1,1,1,1,20260402,20261212
4106_20260402,1,1,1,1,1,1,1,20260402,20261212
4107_20260402,1,1,1,1,1,1,1,20260402,20261212
4200_20260402,1,1,1,1,1,1,1,20260402,20261212
4400_20251214,1,1,1,1,1,0,0,20251214,20261212
4401_20260201,1,1,1,1,1,1,1,20260201,20261212
4402_20251214,1,1,1,1,1,1,0,20251214,20261212
4403_20251214,1,1,1,1,1,0,0,20251214,20261212
4404_20260102,1,1,1,1,1,1,1,20260102,20261212
4405_20251214,1,1,1,1,1,1,0,20251214,20261212
4406_20251214,1,1,1,1,1,1,0,20251214,20261212
4407_20260102,1,1,1,1,1,1,1,20260102,20261212
4408_20251214,1,1,1,1,1,1,1,20251214,20261212
4409_20251214,1,1,1,1,1,0,0,20251214,20261212
4410_20251214,1,1,1,1,1,1,1,20251214,20261212
4411_20251214,1,1,1,1,1,1,1,20251214,20261212
4412_20251214,1,1,1,1,1,0,0,20251214,20261212
4413_20251214,1,1,1,1,1,0,0,20251214,20261212
4414_20251214,1,1,1,1,1,1,1,20251214,20261212
4415_20251214,1,1,1,1,1,0,0,20251214,20261212
4416_20251214,1,1,1,1,1,1,0,20251214,20261212
4417_20251214,1,1,1,1,1,1,1,20251214,20261212
4418_20260102,1,1,1,1,1,1,1,20260102,20261212
4419_20251214,1,1,1,1,1,0,0,20251214,20261212
4420_20251214,1,1,1,1,1,1,1,20251214,20261212
4421_20251214,1,1,1,1,1,1,1,20251214,20261212
4422_20251214,1,1,1,1,1,1,1,20251214,20261212
4423_20251214,1,1,1,1,1,0,0,20251214,20261212
4424_20251214,1,1,1,1,1,0,0,20251214,20261212
4425_20251214,1,1,1,1,1,1,1,20251214,20261212
4426_20251214,1,1,1,1,1,1,1,20251214,20261212
4427_20251214,1,1,1,1,1,1,1,20251214,20261212
4428_20251214,1,1,1,1,1,1,1,20251214,20261212
4429_20251214,1,1,1,1,1,1,1,20251214,20261212
4430_20251214,1,1,1,1,1,1,1,20251214,20261212
4431_20251214,1,1,1,1,1,1,1,20251214,20261212
4432_20251214,1,1,1,1,1,1,1,20251214,20261212
4433_20260101,1,1,1,1,1,1,1,20260101,20261212
4434_20251214,1,1,1,1,1,0,0,20251214,20261212
4435_20260101,1,1,1,1,1,0,0,20260101,20261212
4436_20251214,1,1,1,1,1,1,1,20251214,20261212
4437_20260228,1,1,1,1,1,1,1,20260228,20261212
4438_20260101,1,1,1,1,1,0,0,20260101,20261212
4440_20260131,1,1,1,1,1,1,1,20260131,20261212
4500_20251214,1,1,1,1,1,0,0,20251214,20261212
4501_20251214,1,1,1,1,1,0,0,20251214,20261212
4502_20251214,1,1,1,1,1,1,0,20251214,20261212
4503_20251214,1,1,1,1,1,0,0,20251214,20261212
4504_20251214,1,1,1,1,1,0,0,20251214,20261212
4505_20260102,1,1,1,1,1,1,1,20260102,20261212
4506_20251214,1,1,1,1,1,1,1,20251214,20261212
4507_20260102,1,1,1,1,1,1,1,20260102,20261212
4508_20251214,1,1,1,1,1,1,1,20251214,20261212
4509_20251214,1,1,1,1,1,0,0,20251214,20261212
4510_20251214,1,1,1,1,1,1,1,20251214,20261212
4511_20251214,1,1,1,1,1,1,1,20251214,20261212
4512_20251214,1,1,1,1,1,1,1,20251214,20261212
4513_20251214,1,1,1,1,1,1,1,20251214,20261212
4514_20251214,1,1,1,1,1,0,0,20251214,20261212
4515_20251214,1,1,1,1,1,1,1,20251214,20261212
4516_20251214,1,1,1,1,1,1,1,20251214,20261212
4517_20251214,1,1,1,1,1,1,1,20251214,20261212
4518_20251214,1,1,1,1,1,1,1,20251214,20261212
4519_20251214,1,1,1,1,1,1,1,20251214,20261212
4520_20251214,1,1,1,1,1,0,1,20251214,20261212
4521_20251214,1,1,1,1,1,0,0,20251214,20261212
4523_20251214,1,1,1,1,1,1,1,20251214,20261212
4601_20251214,1,1,1,1,1,0,0,20251214,20261212
4603_20260102,1,1,1,1,1,1,1,20260102,20261212
4605_20251214,1,1,1,1,1,1,0,20251214,20261212
4607_20251214,1,1,1,1,1,0,0,20251214,20261212
4609_20251214,1,1,1,1,1,0,0,20251214,20261212
4611_20251214,1,1,1,1,1,1,1,20251214,20261212
4613_20251214,1,1,1,1,1,0,0,20251214,20261212
4615_20251214,1,1,1,1,1,0,0,20251214,20261212
4617_20251214,1,1,1,1,1,1,1,20251214,20261212
4619_20251214,1,1,1,1,1,1,1,20251214,20261212
4621_20251214,1,1,1,1,1,0,0,20251214,20261212
4623_20251214,1,1,1,1,1,1,1,20251214,20261212
4625_20251214,1,1,1,1,1,0,0,20251214,20261212
4627_20251214,1,1,1,1,1,1,1,20251214,20261212
4629_20251214,1,1,1,1,1,1,1,20251214,20261212
4631_20251214,1,1,1,1,1,0,0,20251214,20261212
4633_20260101,1,1,1,1,1,1,1,20260101,20261212
4635_20251214,1,1,1,1,1,1,1,20251214,20261212
4650_20251214,1,1,1,1,1,1,0,20251214,20261212
4652_20260102,1,1,1,1,1,1,1,20260102,20261212
4654_20251214,1,1,1,1,1,0,0,20251214,20261212
4656_20251214,1,1,1,1,1,1,1,20251214,20261212
4658_20251214,1,1,1,1,1,0,0,20251214,20261212
4660_20251214,1,1,1,1,1,1,1,20251214,20261212
4662_20251214,1,1,1,1,1,0,0,20251214,20261212
4664_20251214,1,1,1,1,1,1,1,20251214,20261212
4666_20251214,1,1,1,1,1,0,0,20251214,20261212
4668_20251214,1,1,1,1,1,1,1,20251214,20261212
4670_20251214,1,1,1,1,1,0,0,20251214,20261212
4672_20251214,1,1,1,1,1,1,1,20251214,20261212
4674_20251214,1,1,1,1,1,0,0,20251214,20261212
4676_20251214,1,1,1,1,1,1,1,20251214,20261212
4678_20251214,1,1,1,1,1,0,0,20251214,20261212
4680_20251214,1,1,1,1,1,1,1,20251214,20261212
4682_20251214,1,1,1,1,1,0,0,20251214,20261212
4684_20260101,1,1,1,1,1,1,1,20260101,20261212
4801_20251214,1,1,1,1,1,0,0,20251214,20261212
4802_20251214,1,1,1,1,1,0,0,20251214,20261212
5100_20251214,1,1,1,1,1,0,0,20251214,20261212
5101_20251214,1,1,1,1,1,0,0,20251214,20261212
5102_20251214,1,1,1,1,1,0,0,20251214,20261212
5103_20251214,1,1,1,1,1,0,0,20251214,20261212
5104_20251214,1,1,1,1,1,1,0,20251214,20261212
5105_20251214,1,1,1,1,1,1,0,20251214,20261212
5106_20251214,1,1,1,1,1,0,0,20251214,20261212
5107_20251214,1,1,1,1,1,1,1,20251214,20261212
5108_20251214,1,1,1,1,1,0,0,20251214,20261212
5109_20251214,1,1,1,1,1,1,1,20251214,20261212
5110_20251214,1,1,1,1,1,1,1,20251214,20261212
5111_20260102,1,1,1,1,1,1,1,20260102,20261212
5112_20260102,1,1,1,1,1,1,1,20260102,20261212
5113_20251214,1,1,1,1,1,1,1,20251214,20261212
5114_20251214,1,1,1,1,1,1,1,20251214,20261212
5115_20251214,1,1,1,1,1,1,1,20251214,20261212
5116_20251214,1,1,1,1,1,1,1,20251214,20261212
5117_20251214,1,1,1,1,1,1,1,20251214,20261212
5118_20251214,1,1,1,1,1,1,1,20251214,20261212
5119_20260101,1,1,1,1,1,1,1,20260101,20261212
5120_20260101,1,1,1,1,1,1,1,20260101,20261212
5121_20260101,1,1,1,1,1,1,1,20260101,20261212
5122_20251214,1,1,1,1,1,1,1,20251214,20261212
5200_20260102,1,1,1,1,1,1,0,20260102,20261212
5201_20260102,1,1,1,1,1,1,0,20260102,20261212
5202_20260102,1,1,1,1,1,1,1,20260102,20261212
5203_20260102,1,1,1,1,1,1,1,20260102,20261212
5204_20251214,1,1,1,1,1,1,1,20251214,20261212
5205_20251214,1,1,1,1,1,1,1,20251214,20261212
5206_20251214,1,1,1,1,1,1,1,20251214,20261212
5207_20260102,1,1,1,1,1,1,1,20260102,20261212
5208_20260102,1,1,1,1,1,1,1,20260102,20261212
5209_20251214,1,1,1,1,1,1,1,20251214,20261212
5210_20251214,1,1,1,1,1,1,1,20251214,20261212
5211_20251214,1,1,1,1,1,1,1,20251214,20261212
5212_20251214,1,1,1,1,1,1,1,20251214,20261212
5213_20251214,1,1,1,1,1,1,1,20251214,20261212
5214_20260101,1,1,1,1,1,1,1,20260101,20261212
5215_20260101,1,1,1,1,1,1,1,20260101,20261212
5400_20251214,1,1,1,1,1,1,0,20251214,20261212
5401_20251214,1,1,1,1,1,1,1,20251214,20261212
5402_20251214,1,1,1,1,1,1,1,20251214,20261212
5403_20251214,1,1,1,1,1,0,1,20251214,20261212
5404_20251214,1,1,1,1,1,1,1,20251214,20261212
5405_20251214,1,1,1,1,1,1,1,20251214,20261212
5410_20251214,1,0,0,0,0,0,1,20251214,20261212
5420_20251214,1,1,1,1,1,1,0,20251214,20261212
5421_20260102,1,1,1,1,1,1,1,20260102,20261212
5422_20260102,1,1,1,1,0,1,1,20260102,20261212
5423_20260101,1,1,1,1,1,1,1,20260101,20261212
5424_20260101,1,1,1,1,1,1,1,20260101,20261212
5600_20260316,1,1,1,1,1,1,0,20260316,20261212
5601_20260316,1,1,1,1,1,1,1,20260316,20261212
5620_20260316,1,1,1,1,1,1,1,20260316,20261212
5621_20260316,1,1,1,1,1,1,1,20260316,20261212
5622_20260316,1,1,1,1,1,1,1,20260316,20261212
5623_20260316,1,1,1,1,1,1,1,20260316,20261212
5624_20260316,1,1,1,1,1,1,1,20260316,20261212
5625_20260316,1,1,1,1,1,1,1,20260316,20261212
5650_20251214,1,1,1,1,1,0,0,20251214,20261212
5653_20260101,1,1,1,1,1,1,1,20260101,20261212
5671_20260102,1,1,1,1,1,1,1,20260102,20261212
5672_20260102,1,1,1,1,1,1,1,20260102,20261212
5674_20251214,1,1,1,1,1,1,1,20251214,20261212
5675_20251214,1,1,1,1,1,1,1,20251214,20261212
5676_20260101,1,1,1,1,1,1,1,20260101,20261212
5677_20260101,1,1,1,1,1,1,1,20260101,20261212
5682_20251214,1,1,1,1,1,1,1,20251214,20261212
5683_20260102,1,1,1,1,1,1,1,20260102,20261212
5684_20260101,1,1,1,1,1,1,1,20260101,20261212
5685_20251214,1,1,1,1,1,1,1,20251214,20261212
5700_20260102,1,1,1,1,1,1,1,20260102,20261212
5701_20260102,1,1,1,1,1,1,1,20260102,20261212
5702_20260102,1,1,1,1,1,1,1,20260102,20261212
5703_20251214,1,1,1,1,1,0,0,20251214,20261212
5704_20251215,1,1,1,1,1,1,1,20251215,20261212
5705_20251214,1,1,1,1,1,1,1,20251214,20261212
5706_20251214,1,1,1,1,1,1,1,20251214,20261212
5707_20251214,1,1,1,1,1,1,1,20251214,20261212
5708_20251214,1,1,1,1,1,1,1,20251214,20261212
5709_20251214,1,1,1,1,1,0,0,20251214,20261212
5710_20251214,1,1,1,1,1,1,1,20251214,20261212
5711_20251214,1,1,1,1,1,1,1,20251214,20261212
5712_20251214,1,1,1,1,1,1,1,20251214,20261212
5713_20251214,1,1,1,1,1,1,1,20251214,20261212
5714_20251214,1,1,1,1,1,0,0,20251214,20261212
5715_20251214,1,1,1,1,1,1,1,20251214,20261212
5716_20251214,1,1,1,1,1,1,1,20251214,20261212
5717_20251214,1,1,1,1,1,1,1,20251214,20261212
5718_20251214,1,1,1,1,1,1,1,20251214,20261212
5719_20251214,1,1,1,1,1,0,0,20251214,20261212
5720_20251214,1,1,1,1,1,0,0,20251214,20261212
5721_20251214,1,1,1,1,1,1,1,20251214,20261212
5722_20260101,1,1,1,1,1,1,1,20260101,20261212
5723_20251214,1,1,1,1,1,1,1,20251214,20261212
5725_20260101,1,1,1,1,1,1,1,20260101,20261212
5800_20251214,1,1,1,1,1,0,0,20251214,20261212
5801_20251214,1,1,1,1,1,0,0,20251214,20261212
5900_20251214,1,1,1,1,1,1,0,20251214,20261212
5901_20260102,1,1,1,1,1,1,1,20260102,20261212
5902_20260102,1,1,1,1,1,1,1,20260102,20261212
5903_20251214,1,1,1,1,1,1,0,20251214,20261212
5904_20251214,1,1,1,1,1,1,1,20251214,20261212
5905_20251215,1,1,1,1,1,1,1,20251215,20261212
5906_20251214,1,1,1,1,1,1,1,20251214,20261212
5907_20251214,1,1,1,1,1,1,1,20251214,20261212
5908_20251214,1,1,1,1,1,1,1,20251214,20261212
5909_20251214,1,1,1,1,1,1,1,20251214,20261212
